time,temperature_2m (°C),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),terrestrial_radiation (W/m²),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),global_tilted_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²),relative_humidity_2m (%),wind_speed_10m (km/h),visibility (m),INV/1/DayEnergy (kWh),INV/2/DayEnergy (kWh),INV/3/DayEnergy (kWh),INV/4/DayEnergy (kWh),INV/5/DayEnergy (kWh),INV/6/DayEnergy (kWh),INV/7/DayEnergy (kWh),INV/8/DayEnergy (kWh)
2023-01-10T05:00,-5.4,0,0,0,0,0,0,0,0,0,0,0,0,94,2.6,24140,,,,,,,,
2023-01-10T06:00,-5.1,0,0,0,0,0,0,0,0,0,0,0,0,90,3.6,24140,,,,,,,,
2023-01-10T07:00,-5.1,0,0,0,0,0,0,0,0,0,0,0,0,88,3.8,24140,,,,,,,,
2023-01-10T08:00,-5.3,0,0,0,0,0,0,0,0,0,0,0,0,87,2.9,24140,,,,,,,,
2023-01-10T09:00,-4.7,46,13,33,109,46,112.3,95.4,27,68.5,150.5,63.5,233,88,1.8,24140,,,,,,,,
2023-01-10T10:00,-4.1,164,70,94,290.2,164,341.1,212.3,90.6,121.7,375.7,212.3,441.6,85,1.9,24140,,,,,,,,
2023-01-10T11:00,-2.9,306,153,153,412.4,306,524.7,348.8,174.4,174.4,470.1,348.8,598.1,85,1.1,24140,,,,,,,,
2023-01-10T12:00,-0.2,463,337,126,732.5,463,650.7,492.4,358.4,134,779.1,492.4,692,76,2.3,24140,,,,,,,,
2023-01-10T13:00,2.5,528,429,99,854.2,528,710.3,532.8,432.9,99.9,861.9,532.8,716.7,59,1.5,24140,,,,,,,,
2023-01-10T14:00,4.6,521,431,90,871.3,521,699.6,499.5,413.2,86.3,835.3,499.5,670.7,55,2.9,24140,,,,,,,,
2023-01-10T15:00,6.3,449,367,82,838.1,449,619.3,403.8,330.1,73.8,753.8,403.8,557.1,42,1.3,24140,,,,,,,,
2023-01-10T16:00,6.7,326,255,71,759.4,326,474.9,263.3,205.9,57.3,613.2,263.3,383.5,46,2.3,24140,,,,,,,,
2023-01-10T17:00,6.1,164,113,51,578.6,164,276.2,96.1,66.2,29.9,339.1,96.1,161.9,54,2.6,24140,,,,,,,,
2023-01-10T18:00,3.7,21,9,12,96,21,71.9,0,0,0,0,0,0,67,5.4,24140,,,,,,,,
2023-01-10T19:00,1.3,0,0,0,0,0,0,0,0,0,0,0,0,72,7.9,24140,,,,,,,,
2023-01-10T20:00,0.1,0,0,0,0,0,0,0,0,0,0,0,0,69,6.6,24140,,,,,,,,
2023-01-10T21:00,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,70,6.4,24140,,,,,,,,
2023-01-10T22:00,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,69,5.5,24140,,,,,,,,
2023-01-10T23:00,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,66,5.3,24140,,,,,,,,
2023-01-11T00:00,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,67,5.4,24140,,,,,,,,
2023-01-11T01:00,-1,0,0,0,0,0,0,0,0,0,0,0,0,71,6.6,24140,,,,,,,,
2023-01-11T02:00,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,75,5.8,24140,,,,,,,,
2023-01-11T03:00,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,67,5,24140,,,,,,,,
2023-01-11T04:00,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,68,4.7,24140,,,,,,,,
2023-01-11T05:00,-1.9,0,0,0,0,0,0,0,0,0,0,0,0,71,3.9,24140,,,,,,,,
2023-01-11T06:00,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,74,5.2,24140,,,,,,,,
2023-01-11T07:00,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,77,2.3,24140,,,,,,,,
2023-01-11T08:00,-1.9,0,0,0,0,0,0,0,0,0,0,0,0,76,3.3,24140,,,,,,,,
2023-01-11T09:00,-1.3,54,27,27,225.6,54,113.2,111.7,55.8,55.8,312,74.7,234.1,78,4.5,24140,,,,,,,,
2023-01-11T10:00,0.7,201,129,72,532.7,201,342.5,260.1,166.9,93.2,689.3,260.1,443.2,77,2.4,24140,,,,,,,,
2023-01-11T11:00,3.6,352,263,89,706.2,352,526.7,401.2,299.8,101.4,805,401.2,600.3,73,4.3,24140,,,,,,,,
2023-01-11T12:00,5,420,256,164,554.3,420,653.1,446.7,272.3,174.4,589.6,446.7,694.7,59,3.3,24140,,,,,,,,
2023-01-11T13:00,7,445,239,206,473.8,445,713.3,449.2,241.2,207.9,478.3,449.2,720,55,1.9,24140,,,,,,,,
2023-01-11T14:00,8.9,450,276,174,555.1,450,703.1,431.6,264.7,166.9,532.5,431.6,674.4,46,2.3,24140,,,,,,,,
2023-01-11T15:00,9.6,401,270,131,612.7,401,623.2,361,243.1,117.9,551.6,361,561.1,47,3,24140,,,,,,,,
2023-01-11T16:00,9.9,283,186,97,549.1,283,479.1,229.1,150.5,78.5,444.4,229.1,387.8,50,3.7,24140,,,,,,,,
2023-01-11T17:00,9.2,142,81,61,408.4,142,280.5,84.1,48,36.1,242,84.1,166.2,56,4.7,24140,,,,,,,,
2023-01-11T18:00,7.5,20,7,13,73.5,20,74.2,0,0,0,0,0,0,62,4.6,24140,,,,,,,,
2023-01-11T19:00,5,0,0,0,0,0,0,0,0,0,0,0,0,71,6.2,24140,,,,,,,,
2023-01-11T20:00,3.7,0,0,0,0,0,0,0,0,0,0,0,0,75,7.2,24140,,,,,,,,
2023-01-11T21:00,4,0,0,0,0,0,0,0,0,0,0,0,0,75,5.2,24140,,,,,,,,
2023-01-11T22:00,3.4,0,0,0,0,0,0,0,0,0,0,0,0,78,3.5,24140,,,,,,,,
2023-01-11T23:00,2.8,0,0,0,0,0,0,0,0,0,0,0,0,79,5.1,24140,,,,,,,,
2023-01-12T00:00,2.9,0,0,0,0,0,0,0,0,0,0,0,0,79,7.7,24140,,,,,,,,
2023-01-12T01:00,3.2,0,0,0,0,0,0,0,0,0,0,0,0,78,2.2,24140,,,,,,,,
2023-01-12T02:00,2.1,0,0,0,0,0,0,0,0,0,0,0,0,84,4,24140,,,,,,,,
2023-01-12T03:00,1.7,0,0,0,0,0,0,0,0,0,0,0,0,90,5.6,24140,,,,,,,,
2023-01-12T04:00,1.8,0,0,0,0,0,0,0,0,0,0,0,0,89,5.1,24140,,,,,,,,
2023-01-12T05:00,1.9,0,0,0,0,0,0,0,0,0,0,0,0,85,4.4,24140,,,,,,,,
2023-01-12T06:00,2.1,0,0,0,0,0,0,0,0,0,0,0,0,82,4.4,24140,,,,,,,,
2023-01-12T07:00,2.2,0,0,0,0,0,0,0,0,0,0,0,0,79,3.1,24140,,,,,,,,
2023-01-12T08:00,2.5,0,0,0,0,0,0,0,0,0,0,0,0,78,1.9,24140,,,,,,,,
2023-01-12T09:00,2.2,33,0,33,0,33,114.2,68,0,68,0,45.7,235.4,82,5.1,24140,,,,,,,,
2023-01-12T10:00,3.4,124,8,116,32.9,124,344,160.4,10.3,150.1,42.5,160.4,445,81,4.7,24140,,,,,,,,
2023-01-12T11:00,5.3,212,25,187,66.9,212,528.7,241.6,28.5,213.2,76.2,241.6,602.7,73,3.1,24140,,,,,,,,
2023-01-12T12:00,6.5,278,41,237,88.4,278,655.7,295.7,43.6,252.1,94.1,295.7,697.6,67,3.1,24140,,,,,,,,
2023-01-12T13:00,7.5,330,69,261,136.2,330,716.5,333.2,69.7,263.5,137.5,333.2,723.4,64,2.9,24140,,,,,,,,
2023-01-12T14:00,8.1,297,47,250,94,297,706.7,285,45.1,239.9,90.3,285,678.2,62,2.5,24140,,,,,,,,
2023-01-12T15:00,7.7,234,25,209,56.4,234,627.2,210.9,22.5,188.3,50.8,210.9,565.2,64,5.9,24140,,,,,,,,
2023-01-12T16:00,7.9,217,48,169,140.4,217,483.3,176,38.9,137.1,113.9,176,392.1,62,4,24140,,,,,,,,
2023-01-12T17:00,7.6,106,14,92,69.5,106,284.9,63.5,8.4,55.1,41.6,63.5,170.6,68,1.8,24140,,,,,,,,
2023-01-12T18:00,6.8,15,0,15,0,15,76.4,0,0,0,0,0,0,71,2.4,24140,,,,,,,,
2023-01-12T19:00,5.2,0,0,0,0,0,0,0,0,0,0,0,0,80,4.1,24140,,,,,,,,
2023-01-12T20:00,3.9,0,0,0,0,0,0,0,0,0,0,0,0,85,5.2,24140,,,,,,,,
2023-01-12T21:00,2.9,0,0,0,0,0,0,0,0,0,0,0,0,87,5.3,24140,,,,,,,,
2023-01-12T22:00,2.4,0,0,0,0,0,0,0,0,0,0,0,0,87,4.8,24140,,,,,,,,
2023-01-12T23:00,1.8,0,0,0,0,0,0,0,0,0,0,0,0,87,4.3,24140,,,,,,,,
2023-01-13T00:00,1.3,0,0,0,0,0,0,0,0,0,0,0,0,87,4.4,24140,,,,,,,,
2023-01-13T01:00,0.7,0,0,0,0,0,0,0,0,0,0,0,0,86,5.4,24140,,,,,,,,
2023-01-13T02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,81,6,24140,,,,,,,,
2023-01-13T03:00,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,89,4.3,24140,,,,,,,,
2023-01-13T04:00,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,86,3.1,24140,,,,,,,,
2023-01-13T05:00,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,84,2.7,24140,,,,,,,,
2023-01-13T06:00,-1,0,0,0,0,0,0,0,0,0,0,0,0,86,3.2,24140,,,,,,,,
2023-01-13T07:00,-1.4,0,0,0,0,0,0,0,0,0,0,0,0,87,4.3,24140,,,,,,,,
2023-01-13T08:00,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,85,4.3,24140,,,,,,,,
2023-01-13T09:00,-1.1,50,17,33,140.9,50,115.4,102.6,34.9,67.7,195.5,69.4,236.8,90,4.1,24140,,,,,,,,
2023-01-13T10:00,-0.1,198,103,95,421.3,198,345.7,256,133.2,122.8,544.8,256,446.9,83,0.8,24140,,,,,,,,
2023-01-13T11:00,1,338,206,132,548.7,338,530.9,385.2,234.8,150.5,625.4,385.2,605.1,89,2.6,24140,,,,,,,,
2023-01-13T12:00,3.2,448,283,165,607.7,448,658.5,476.7,301.1,175.6,646.6,476.7,700.6,86,2.7,24140,,,,,,,,
2023-01-13T13:00,5.1,505,367,138,721,505,719.7,510,370.6,139.4,728.2,510,726.9,76,3.5,24140,,,,,,,,
2023-01-13T14:00,6.4,500,367,133,730.4,500,710.5,480.1,352.4,127.7,701.3,480.1,682.2,61,4.2,24140,,,,,,,,
2023-01-13T15:00,7.8,414,272,142,609.2,414,631.3,373.4,245.4,128.1,549.6,373.4,569.5,43,3.9,24140,,,,,,,,
2023-01-13T16:00,7.6,292,172,120,498.7,292,487.7,237.4,139.8,97.6,405.5,237.4,396.5,46,4.7,24140,,,,,,,,
2023-01-13T17:00,7.3,156,88,68,430.1,156,289.3,94.4,53.2,41.1,260.2,94.4,175,46,5.8,24140,,,,,,,,
2023-01-13T18:00,5.8,23,6,17,60.9,23,78.7,0,0,0,0,0,0,55,5.4,24140,,,,,,,,
2023-01-13T19:00,5,0,0,0,0,0,0,0,0,0,0,0,0,62,3.6,24140,,,,,,,,
2023-01-13T20:00,4.3,0,0,0,0,0,0,0,0,0,0,0,0,68,3.7,24140,,,,,,,,
2023-01-13T21:00,3.8,0,0,0,0,0,0,0,0,0,0,0,0,68,2.9,24140,,,,,,,,
2023-01-13T22:00,3,0,0,0,0,0,0,0,0,0,0,0,0,72,3.5,24140,,,,,,,,
2023-01-13T23:00,2.1,0,0,0,0,0,0,0,0,0,0,0,0,77,3.7,24140,,,,,,,,
2023-01-14T00:00,1.2,0,0,0,0,0,0,0,0,0,0,0,0,81,3.3,24140,,,,,,,,
2023-01-14T01:00,0.5,0,0,0,0,0,0,0,0,0,0,0,0,82,2.6,24140,,,,,,,,
2023-01-14T02:00,0.2,0,0,0,0,0,0,0,0,0,0,0,0,81,2.6,24140,,,,,,,,
2023-01-14T03:00,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,80,4.2,24140,,,,,,,,
2023-01-14T04:00,-1.2,0,0,0,0,0,0,0,0,0,0,0,0,80,4.3,24140,,,,,,,,
2023-01-14T05:00,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,78,4.3,24140,,,,,,,,
2023-01-14T06:00,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,76,4.1,24140,,,,,,,,
2023-01-14T07:00,-2.5,0,0,0,0,0,0,0,0,0,0,0,0,73,3.9,24140,,,,,,,,
2023-01-14T08:00,-2.7,0,0,0,0,0,0,0,0,0,0,0,0,71,3.1,24140,,,,,,,,
2023-01-14T09:00,-2.5,55,21,34,173.2,55,116.7,112.3,42.9,69.4,240.9,76.5,238.3,76,3.1,24140,,,,,,,,
2023-01-14T10:00,-1.1,213,141,72,573.7,213,347.5,275.2,182.2,93,741.3,275.2,449,75,1.8,24140,,,,,,,,
2023-01-14T11:00,0.8,352,245,107,649.6,352,533.3,401.2,279.2,121.9,740.3,401.2,607.7,67,2.2,24140,,,,,,,,
2023-01-14T12:00,3,460,343,117,733.3,460,661.4,489.5,365,124.5,780.2,489.5,703.8,58,3.1,24140,,,,,,,,
2023-01-14T13:00,4.9,522,413,109,807.5,522,723.1,527.3,417.2,110.1,815.8,527.3,730.5,50,3.7,24140,,,,,,,,
2023-01-14T14:00,6.1,504,383,121,758.1,504,714.3,484.2,367.9,116.2,728.3,484.2,686.2,44,3.3,24140,,,,,,,,
2023-01-14T15:00,7.6,428,303,125,674.1,428,635.5,386.4,273.6,112.9,608.7,386.4,573.8,38,3.6,24140,,,,,,,,
2023-01-14T16:00,7.7,320,229,91,658,320,492,260.8,186.6,74.2,536.2,260.8,401,39,4.3,24140,,,,,,,,
2023-01-14T17:00,7.4,162,95,67,457.2,162,293.8,99,58,40.9,279.3,99,179.5,41,2.3,24140,,,,,,,,
2023-01-14T18:00,6.5,25,8,17,80,25,81,0,0,0,0,0,0,48,1.3,24140,,,,,,,,
2023-01-14T19:00,5,0,0,0,0,0,0,0,0,0,0,0,0,51,3.3,24140,,,,,,,,
2023-01-14T20:00,3,0,0,0,0,0,0,0,0,0,0,0,0,61,5,24140,,,,,,,,
2023-01-14T21:00,1.2,0,0,0,0,0,0,0,0,0,0,0,0,68,6,24140,,,,,,,,
2023-01-14T22:00,0.5,0,0,0,0,0,0,0,0,0,0,0,0,70,6.4,24140,,,,,,,,
2023-01-14T23:00,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,72,6.5,24140,,,,,,,,
2023-01-15T00:00,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,75,6.4,24140,,,,,,,,
2023-01-15T01:00,-1.1,0,0,0,0,0,0,0,0,0,0,0,0,79,5.5,24140,,,,,,,,
2023-01-15T02:00,-1.4,0,0,0,0,0,0,0,0,0,0,0,0,86,3.5,24140,,,,,,,,
2023-01-15T03:00,-2,0,0,0,0,0,0,0,0,0,0,0,0,87,3.4,24140,,,,,,,,
2023-01-15T04:00,-2,0,0,0,0,0,0,0,0,0,0,0,0,86,3.6,24140,,,,,,,,
2023-01-15T05:00,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,84,4.1,24140,,,,,,,,
2023-01-15T06:00,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,83,3.5,24140,,,,,,,,
2023-01-15T07:00,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,87,3.4,24140,,,,,,,,
2023-01-15T08:00,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,87,2.9,24140,,,,,,,,
2023-01-15T09:00,-0.7,41,1,40,8.2,41,118.2,83.3,2,81.2,11.4,57.1,240.1,87,2.2,24140,,,,,,,,
2023-01-15T10:00,0.3,120,5,115,20.2,120,349.4,154.9,6.5,148.5,26.1,154.9,451.2,84,0.5,24140,,,,,,,,
2023-01-15T11:00,1.6,226,26,200,68.6,226,535.7,257.5,29.6,227.9,78.2,257.5,610.5,80,1.8,24140,,,,,,,,
2023-01-15T12:00,3.3,301,59,242,125.5,301,664.4,320.3,62.8,257.5,133.6,320.3,707,74,2.3,24140,,,,,,,,
2023-01-15T13:00,4.7,325,67,258,130.4,325,726.6,328.4,67.7,260.7,131.7,328.4,734.2,68,2.8,24140,,,,,,,,
2023-01-15T14:00,5.7,298,40,258,78.7,298,718.2,286.4,38.4,248,75.7,286.4,690.3,64,3.6,24140,,,,,,,,
2023-01-15T15:00,7.3,323,96,227,212.2,323,639.7,291.9,86.8,205.1,191.7,291.9,578.1,54,4.3,24140,,,,,,,,
2023-01-15T16:00,7.4,230,60,170,170.8,230,496.5,187.8,49,138.8,139.5,187.8,405.5,57,4.2,24140,,,,,,,,
2023-01-15T17:00,7.2,127,32,95,151.6,127,298.3,78.3,19.7,58.6,93.5,78.3,184,58,4.3,24140,,,,,,,,
2023-01-15T18:00,6,21,2,19,19.7,21,83.3,0,0,0,0,0,0,67,3.2,24140,,,,,,,,
2023-01-15T19:00,5.2,0,0,0,0,0,0,0,0,0,0,0,0,70,2.5,24140,,,,,,,,
2023-01-15T20:00,4.4,0,0,0,0,0,0,0,0,0,0,0,0,73,2.4,24140,,,,,,,,
2023-01-15T21:00,3,0,0,0,0,0,0,0,0,0,0,0,0,78,4.3,24140,,,,,,,,
2023-01-15T22:00,2.2,0,0,0,0,0,0,0,0,0,0,0,0,82,4.6,24140,,,,,,,,
2023-01-15T23:00,2,0,0,0,0,0,0,0,0,0,0,0,0,83,4.8,24140,,,,,,,,
2023-01-16T00:00,1.5,0,0,0,0,0,0,0,0,0,0,0,0,85,4.3,24140,,,,,,,,
2023-01-16T01:00,1.3,0,0,0,0,0,0,0,0,0,0,0,0,85,5.1,24140,,,,,,,,
2023-01-16T02:00,1.2,0,0,0,0,0,0,0,0,0,0,0,0,86,4.4,24140,,,,,,,,
2023-01-16T03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,88,4,24140,,,,,,,,
2023-01-16T04:00,0.1,0,0,0,0,0,0,0,0,0,0,0,0,87,3.7,24140,,,,,,,,
2023-01-16T05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2.8,24140,,,,,,,,
2023-01-16T06:00,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,87,1.8,24140,,,,,,,,
2023-01-16T07:00,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,87,3,24140,,,,,,,,
2023-01-16T08:00,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,87,2.6,24140,,,,,,,,
2023-01-16T09:00,-0.1,44,9,35,73.4,44,119.8,88.8,18.2,70.7,102.6,61.5,241.9,87,3.4,24140,,,,,,,,
2023-01-16T10:00,1.5,166,66,100,265.4,166,351.6,214.2,85.2,129,342.4,214.2,453.6,83,1.3,24140,,,,,,,,
2023-01-16T11:00,3.8,315,175,140,459.5,315,538.4,358.9,199.4,159.5,523.5,358.9,613.4,69,1.8,24140,,,,,,,,
2023-01-16T12:00,5.7,457,344,113,728.5,457,667.5,486.4,366.1,120.3,775.3,486.4,710.4,62,2.9,24140,,,,,,,,
2023-01-16T13:00,6.9,494,374,120,724,494,730.2,499.3,378,121.3,731.7,499.3,738,60,5.6,24140,,,,,,,,
2023-01-16T14:00,7.9,487,369,118,722.2,487,722.2,468.3,354.8,113.5,694.5,468.3,694.4,59,7.1,24140,,,,,,,,
2023-01-16T15:00,9.6,384,225,159,493.8,384,644,347.3,203.5,143.8,446.7,347.3,582.6,54,7.8,24140,,,,,,,,
2023-01-16T16:00,9.4,276,143,133,403.5,276,501,225.9,117,108.8,330.2,225.9,410,54,7.2,24140,,,,,,,,
2023-01-16T17:00,9.1,139,60,79,280,139,302.9,86.5,37.4,49.2,174.3,86.5,188.6,56,6.6,24140,,,,,,,,
2023-01-16T18:00,7.7,23,6,17,58.1,23,85.6,0,0,0,0,0,0,66,4.1,24140,,,,,,,,
2023-01-16T19:00,6.6,0,0,0,0,0,0,0,0,0,0,0,0,72,2.9,24140,,,,,,,,
2023-01-16T20:00,5.4,0,0,0,0,0,0,0,0,0,0,0,0,78,4.9,24140,,,,,,,,
2023-01-16T21:00,2.9,0,0,0,0,0,0,0,0,0,0,0,0,87,7.2,24140,,,,,,,,
2023-01-16T22:00,2.1,0,0,0,0,0,0,0,0,0,0,0,0,87,7.3,24140,,,,,,,,
2023-01-16T23:00,1.3,0,0,0,0,0,0,0,0,0,0,0,0,88,6.5,24140,,,,,,,,
2023-01-17T00:00,0.5,0,0,0,0,0,0,0,0,0,0,0,0,91,5.5,24140,,,,,,,,
2023-01-17T01:00,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,93,4.4,24140,,,,,,,,
2023-01-17T02:00,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,92,3.9,24140,,,,,,,,
2023-01-17T03:00,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,92,5.6,24140,,,,,,,,
2023-01-17T04:00,-2,0,0,0,0,0,0,0,0,0,0,0,0,93,5.6,24140,,,,,,,,
2023-01-17T05:00,-2.4,0,0,0,0,0,0,0,0,0,0,0,0,93,5.2,24140,,,,,,,,
2023-01-17T06:00,-2.6,0,0,0,0,0,0,0,0,0,0,0,0,92,4.5,24140,,,,,,,,
2023-01-17T07:00,-2.8,0,0,0,0,0,0,0,0,0,0,0,0,92,4.6,24140,,,,,,,,
2023-01-17T08:00,-3,0,0,0,0,0,0,0,0,0,0,0,0,92,3.9,24140,,,,,,,,
2023-01-17T09:00,-1.5,61,32,29,259.6,61,121.6,122.4,64.2,58.2,363.4,85.4,243.9,88,3.8,24140,,,,,,,,
2023-01-17T10:00,1.2,222,152,70,607.2,222,353.8,286.2,195.9,90.2,782.7,286.2,456.1,80,1.5,24140,,,,,,,,
2023-01-17T11:00,4.7,372,297,75,775.8,372,541.1,423.7,338.3,85.4,883.6,423.7,616.4,67,2.4,24140,,,,,,,,
2023-01-17T12:00,7.8,483,402,81,847.1,483,670.8,514,427.8,86.2,901.5,514,713.9,58,2.6,24140,,,,,,,,
2023-01-17T13:00,10,542,461,81,887.8,542,733.9,547.9,466,81.9,897.5,547.9,742,50,4.4,24140,,,,,,,,
2023-01-17T14:00,11.2,538,453,85,881.5,538,726.3,517.5,435.8,81.8,848,517.5,698.7,46,4,24140,,,,,,,,
2023-01-17T15:00,12.4,469,387,82,843.6,469,648.4,424.6,350.4,74.2,763.7,424.6,587,43,3.6,24140,,,,,,,,
2023-01-17T16:00,12.2,344,258,86,721.3,344,505.6,282.1,211.6,70.5,591.5,282.1,414.6,46,4.8,24140,,,,,,,,
2023-01-17T17:00,12,159,84,75,386.1,159,307.5,99.9,52.8,47.1,242.5,99.9,193.1,45,9.4,24140,,,,,,,,
2023-01-17T18:00,9.6,26,7,19,66.7,26,88,0,0,0,0,0,0,53,7.3,24140,,,,,,,,
2023-01-17T19:00,7.9,0,0,0,0,0,0,0,0,0,0,0,0,60,4.7,24140,,,,,,,,
2023-01-17T20:00,5.1,0,0,0,0,0,0,0,0,0,0,0,0,75,8,24140,,,,,,,,
2023-01-17T21:00,4.7,0,0,0,0,0,0,0,0,0,0,0,0,77,5.7,24140,,,,,,,,
2023-01-17T22:00,3.8,0,0,0,0,0,0,0,0,0,0,0,0,80,3.4,24140,,,,,,,,
2023-01-17T23:00,3.7,0,0,0,0,0,0,0,0,0,0,0,0,75,6.6,24140,,,,,,,,
2023-01-18T00:00,2.1,0,0,0,0,0,0,0,0,0,0,0,0,79,6.6,24140,,,,,,,,
2023-01-18T01:00,0.9,0,0,0,0,0,0,0,0,0,0,0,0,82,6.4,24140,,,,,,,,
2023-01-18T02:00,0.7,0,0,0,0,0,0,0,0,0,0,0,0,81,7,24140,,,,,,,,
2023-01-18T03:00,0.3,0,0,0,0,0,0,0,0,0,0,0,0,76,6.6,24140,,,,,,,,
2023-01-18T04:00,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,78,6.6,24140,,,,,,,,
2023-01-18T05:00,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,76,6.8,24140,,,,,,,,
2023-01-18T06:00,-1.2,0,0,0,0,0,0,0,0,0,0,0,0,77,6.4,24140,,,,,,,,
2023-01-18T07:00,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,79,5.5,24140,,,,,,,,
2023-01-18T08:00,-1.4,0,0,0,0,0,0,0,0,0,0,0,0,79,5,24140,,,,,,,,
2023-01-18T09:00,-0.4,62,31,31,249.9,62,123.6,123.5,61.7,61.7,350.7,87,246.1,73,3.3,24140,,,,,,,,
2023-01-18T10:00,2.5,223,157,66,622.8,223,356.2,287.2,202.2,85,802.1,287.2,458.7,67,2.1,24140,,,,,,,,
2023-01-18T11:00,6,377,299,78,776.7,377,544,429.3,340.5,88.8,884.5,429.3,619.5,54,1.1,24140,,,,,,,,
2023-01-18T12:00,9,488,406,82,851.1,488,674.2,519.4,432.1,87.3,905.8,519.4,717.5,47,1.8,24140,,,,,,,,
2023-01-18T13:00,11.1,549,468,81,896.5,549,737.8,555.1,473.2,81.9,906.5,555.1,746,39,2.3,24140,,,,,,,,
2023-01-18T14:00,12.2,543,464,79,897.6,543,730.5,522.6,446.6,76,863.9,522.6,703,34,2.2,24140,,,,,,,,
2023-01-18T15:00,12.8,473,399,74,863.7,473,652.9,428.6,361.6,67.1,782.6,428.6,591.6,29,5.4,24140,,,,,,,,
2023-01-18T16:00,12.8,350,284,66,786.7,350,510.2,287.6,233.4,54.2,646.5,287.6,419.2,35,4.7,24140,,,,,,,,
2023-01-18T17:00,12.5,187,137,50,620.3,187,312.1,118.5,86.8,31.7,393,118.5,197.7,40,2.2,24140,,,,,,,,
2023-01-18T18:00,10.2,34,18,16,168.8,34,90.4,0,0,0,0,0,0,47,4.5,24140,,,,,,,,
2023-01-18T19:00,6.4,0,0,0,0,0,0,0,0,0,0,0,0,60,7.6,24140,,,,,,,,
2023-01-18T20:00,5,0,0,0,0,0,0,0,0,0,0,0,0,61,8,24140,,,,,,,,
2023-01-18T21:00,5.1,0,0,0,0,0,0,0,0,0,0,0,0,58,8.3,24140,,,,,,,,
2023-01-18T22:00,3.9,0,0,0,0,0,0,0,0,0,0,0,0,66,7.3,24140,,,,,,,,
2023-01-18T23:00,2.8,0,0,0,0,0,0,0,0,0,0,0,0,73,5.7,24140,,,,,,,,
2023-01-19T00:00,2.5,0,0,0,0,0,0,0,0,0,0,0,0,70,6.6,24140,,,,,,,,
2023-01-19T01:00,2.1,0,0,0,0,0,0,0,0,0,0,0,0,69,7.1,24140,,,,,,,,
2023-01-19T02:00,1.3,0,0,0,0,0,0,0,0,0,0,0,0,72,7.3,24140,,,,,,,,
2023-01-19T03:00,0.4,0,0,0,0,0,0,0,0,0,0,0,0,66,6.5,24140,,,,,,,,
2023-01-19T04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,69,5.7,24140,,,,,,,,
2023-01-19T05:00,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,70,5.2,24140,,,,,,,,
2023-01-19T06:00,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,73,5.2,24140,,,,,,,,
2023-01-19T07:00,-1.1,0,0,0,0,0,0,0,0,0,0,0,0,76,5,24140,,,,,,,,
2023-01-19T08:00,-1.4,0,0,0,0,0,0,0,0,0,0,0,0,77,3.9,24140,,,,,,,,
2023-01-19T09:00,-0.6,63,32,31,256.2,63,125.7,124.5,63.3,61.3,360.5,88.7,248.4,71,3.3,24140,,,,,,,,
