time,temperature_2m (°C),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),terrestrial_radiation (W/m²),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),global_tilted_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²),relative_humidity_2m (%),wind_speed_10m (km/h),visibility (m),INV/1/DayEnergy (kWh),INV/2/DayEnergy (kWh),INV/3/DayEnergy (kWh),INV/4/DayEnergy (kWh),INV/5/DayEnergy (kWh),INV/6/DayEnergy (kWh),INV/7/DayEnergy (kWh),INV/8/DayEnergy (kWh)
2023-12-27T10:00,3.5,189,111,78,464.6,189,337.9,243.2,142.8,100.4,597.7,243.2,434.7,86,0.5,24140,812.62725,561.9697333,899.304675,733.7632083,785.17885,900.1774468,902.6969822,625.3333333
2023-12-27T11:00,6.3,330,230,100,633,330,513.8,374.6,261.1,113.5,718.4,374.6,583.2,81,2.6,24140,1574.572858,1306.818167,1668.112217,1483.615742,1540.074575,1646.169417,1653.885417,1348.906075
2023-12-27T12:00,9.1,433,341,92,763.5,433,631.6,458.5,361.1,97.4,808.5,458.5,668.8,71,3.1,24140,2423.832492,2146.050908,2519.21385,2330.0736,2382.446042,2494.940358,2500.707025,2157.306883
2023-12-27T13:00,11.2,478,388,90,803.3,478,683,479.8,389.4,90.3,806.3,479.8,685.6,59,4.1,24140,3286.250775,3002.659033,3388.434317,3194.273317,3250.440925,3365.218092,3372.213392,2984.6074
2023-12-27T14:00,12.4,464,377,87,802,464,664.7,441.4,358.6,82.8,763,441.4,632.4,54,5.2,24140,4069.902442,3791.94255,4185.934083,3989.198742,4046.081567,4168.769392,4181.297025,3752.953458
2023-12-27T15:00,13.2,391,310,81,758.5,391,577.9,347,275.1,71.9,673.2,347,512.9,47,5.2,24140,4709.136542,4441.263267,4829.70915,4650.290933,4706.015117,4835.833333,4839.8735,4310.833333
2023-12-27T16:00,13,269,202,67,666.6,269,428.5,210.4,158,52.4,521.5,210.4,335.2,49,4.6,24140,5023.333333,4770.380517,5173.780308,5052.118808,5112,5244.41565,5231,4559.070975
2023-12-27T17:00,11.9,118,73,45,455.5,118,226.7,58,35.9,22.1,224,58,111.5,59,3.8,24140,5082,4851.666667,5242,5141.203408,5204,5337,5314.666667,4622
2023-12-27T18:00,10.1,9,3,6,39.6,9,46.1,0,0,0,0,0,0,65,1.1,24140,5082,4860,5242,5144,5204,5342,5322,4622
2023-12-27T19:00,9.4,0,0,0,0,0,0,0,0,0,0,0,0,65,1.6,24140,5082,4860,5242,5144,5204,5342,5322,4622
2023-12-27T20:00,7.7,0,0,0,0,0,0,0,0,0,0,0,0,71,4.3,24140,5082,4860,5242,5144,5204,5342,5322,4622
2023-12-27T21:00,6.1,0,0,0,0,0,0,0,0,0,0,0,0,78,6.9,24140,0,0,0,0,0,0,0,0
2023-12-27T22:00,5,0,0,0,0,0,0,0,0,0,0,0,0,81,7.4,24140,0,0,0,0,0,0,0,0
2023-12-27T23:00,4.3,0,0,0,0,0,0,0,0,0,0,0,0,80,7.2,24140,0,0,0,0,0,0,0,0
2023-12-28T00:00,3.7,0,0,0,0,0,0,0,0,0,0,0,0,80,6.7,24140,0,0,0,0,0,0,0,0
2023-12-28T01:00,3.1,0,0,0,0,0,0,0,0,0,0,0,0,81,5.8,24140,0,0,0,0,0,0,0,0
2023-12-28T02:00,2.9,0,0,0,0,0,0,0,0,0,0,0,0,81,3.4,24140,0,0,0,0,0,0,0,0
2023-12-28T03:00,2,0,0,0,0,0,0,0,0,0,0,0,0,83,5.2,24140,0,0,0,0,0,0,0,0
2023-12-28T04:00,1.5,0,0,0,0,0,0,0,0,0,0,0,0,85,3.4,24140,0,0,0,0,0,0,0,0
2023-12-28T05:00,1.3,0,0,0,0,0,0,0,0,0,0,0,0,85,1.8,24140,0,0,0,0,0,0,0,0
2023-12-28T06:00,0.7,0,0,0,0,0,0,0,0,0,0,0,0,90,1.3,24140,36.3332185,0.068333333,0.065,0.051666667,0.066666667,0.241666667,0.125,0.05
2023-12-28T07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1.8,24140,171.2136743,0.499243833,0.822027417,0.146666667,0,0.211666667,0.34,0.151666667
2023-12-28T08:00,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,98,1.5,24140,140.524299,18.22555642,17.07031517,17.83666667,20.79275525,21.63771583,18.48755433,17.73483817
2023-12-28T09:00,0.1,40,6,34,50.4,40,114.5,81.2,12.2,69,69.5,55.2,232.4,100,1.3,24140,208.0493583,89.7468,209.8816167,219.1852333,221.1666667,260.5572,260.9623417,192.6754583
2023-12-28T10:00,0.3,141,36,105,151,141,337.1,181.6,46.4,135.2,194.5,181.6,434.2,100,1.6,24140,753.67535,593.4046667,754.7688083,722.07395,725.2034,819.8270917,819.5628333,695.0035333
2023-12-28T11:00,1.9,257,94,163,258.8,257,513.6,291.9,106.7,185.1,293.9,291.9,583.3,93,2.3,24140,1500.418892,1321.201542,1504.643717,1462.932925,1461.920083,1556.987717,1557.380483,1400.833333
2023-12-28T12:00,4.5,411,259,152,579.7,411,631.9,435.4,274.4,161,614.1,435.4,669.4,81,4.7,24140,2327.746658,2137.9521,2337.897508,2286.769917,2284.430767,2380.5,2380.5,2185.100633
2023-12-28T13:00,6.8,483,391,92,808.5,483,684,485,392.6,92.4,811.8,485,686.8,69,5.2,24140,3163.885742,2966.864958,3176.661675,3123.989158,3121.96465,3218.741792,3219.741167,2980.036108
2023-12-28T14:00,8.3,476,391,85,830,476,666.2,453.1,372.2,80.9,790,453.1,634.1,64,4.3,24140,3936.03585,3745.709167,3960.911842,3906.378908,3906.333333,4007.666667,4007.833333,3728.5
2023-12-28T15:00,10,402,324,78,790.1,402,579.9,357.1,287.8,69.3,701.8,357.1,515.1,61,4.1,24140,4566.30455,4379.348217,4597.678442,4556.355917,4550.985925,4663.741725,4656.449467,4280.576558
2023-12-28T16:00,10,278,211,67,692.5,278,430.9,217.9,165.4,52.5,542.9,217.9,337.8,60,3.2,24140,4868.833333,4698.245067,4928.186108,4933.833333,4934.411608,5050.693233,5027.833333,4526.666667
2023-12-28T17:00,9.4,122,77,45,474.8,122,229.3,60.8,38.4,22.4,236.6,60.8,114.3,64,3,24140,4931.166667,4779,4998.666667,5020.166667,5020.510758,5134.385583,5100,4582
2023-12-28T18:00,7.6,9,3,6,39.1,9,47.6,0,0,0,0,0,0,71,1.3,24140,4944,4784,5002,5022,5022,5140,5100,4582
2023-12-28T19:00,5.7,0,0,0,0,0,0,0,0,0,0,0,0,78,4.6,24140,4944,4784,5002,5022,5022,5140,5100,4582
2023-12-28T20:00,3.4,0,0,0,0,0,0,0,0,0,0,0,0,89,6.6,24140,4944,4784,5002,5022,5022,5140,5100,4582
2023-12-28T21:00,2.3,0,0,0,0,0,0,0,0,0,0,0,0,91,6.6,24140,0,0,0,0,0,0,0,0
2023-12-28T22:00,1.8,0,0,0,0,0,0,0,0,0,0,0,0,90,6.1,24140,0,0,0,0,0,0,0,0
2023-12-28T23:00,1.6,0,0,0,0,0,0,0,0,0,0,0,0,89,5.9,24140,0,0,0,0,0,0,0,0
2023-12-29T00:00,1.4,0,0,0,0,0,0,0,0,0,0,0,0,89,5.1,24140,0,0,0,0,0,0,0,0
2023-12-29T01:00,1,0,0,0,0,0,0,0,0,0,0,0,0,89,4.5,24140,0,0,0,0,0,0,0,0
2023-12-29T02:00,0.6,0,0,0,0,0,0,0,0,0,0,0,0,91,4.2,24140,0,0,0,0,0,0,0,0
2023-12-29T03:00,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,98,4.4,24140,0,0,0,0,0,0,0,0
2023-12-29T04:00,-1,0,0,0,0,0,0,0,0,0,0,0,0,99,2.9,24140,0,0,0,0,0,0,0,0
2023-12-29T05:00,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,100,1.8,24140,0,0,0,0,0,0,0,0
2023-12-29T06:00,-1,0,0,0,0,0,0,0,0,0,0,0,0,100,0.5,24140,0,0,0,0,0,0,0,0
2023-12-29T07:00,-1.2,0,0,0,0,0,0,0,0,0,0,0,0,100,0.4,24140,0,0,0.051666667,0,0,0,0,0
2023-12-29T08:00,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,100,0.7,24140,4.026288,6.351666667,8.679829,8.698134083,8.32,8.495118083,14.66502217,13.58333333
2023-12-29T09:00,-0.4,22,0,22,0,22,113.5,44.9,0,44.9,0,30.3,231.5,100,2.3,24140,178.8662833,112.947075,178.8333333,137,89.83333333,120,138.3333333,92
2023-12-29T10:00,0.2,69,0,69,0,69,336.5,89,0,89,0,89,433.8,100,1.6,24140,711.388725,483,681.6591167,567.3783417,463.6206167,518.3787583,539.0637667,476.0158583
2023-12-29T11:00,0.8,140,6,134,16.5,140,513.5,159.1,6.8,152.2,18.8,159.1,583.5,100,1.1,24140,1469.150342,1206.109158,1441.141633,1304.944342,1204,1255.796467,1278.7956,1185.127925
2023-12-29T12:00,2.6,223,26,197,58.1,223,632.4,236.3,27.6,208.8,61.6,236.3,670.2,92,2.3,24140,2327.944658,2052.947083,2305.054633,2161.080858,2057.48215,2116.9295,2137.161483,2000.465733
2023-12-29T13:00,4.6,407,199,208,410.9,407,685,408.8,199.9,208.9,412.7,408.8,688.1,82,2.4,24140,3184.154175,2904.263442,3168.600892,3019.371292,2917.459,2975.631833,2997.740833,2816.557133
2023-12-29T14:00,7.1,467,358,109,758.1,467,667.9,444.7,340.9,103.8,722,444.7,636,72,2.9,24140,3975.020975,3698.2616,3966.693825,3824.138733,3721.669225,3784.049442,3802.75055,3579.949083
2023-12-29T15:00,9.1,397,310,87,753.3,397,582.1,352.9,275.6,77.3,669.7,352.9,517.5,67,1.8,24140,4614.806717,4345.166667,4616.634858,4480.019533,4378.826333,4450.853017,4461.137533,4147.728692
2023-12-29T16:00,9.5,275,201,74,655.8,275,433.5,216,157.9,58.1,515.2,216,340.5,65,1.8,24140,4935.812133,4681.5,4970.673592,4894.033458,4794.785517,4865.4804,4860.166667,4402.3012
2023-12-29T17:00,8.8,121,72,49,438.6,121,232.2,61.1,36.3,24.7,221.4,61.1,117.2,71,1.3,24140,5000,4773.666667,5042,4980,4897,4964,4959,4462
2023-12-29T18:00,6.7,10,3,7,38.6,10,49.1,0,0,0,0,0,0,76,2.6,24140,5000,4782,5042,4980,4902,4964,4964,4462
2023-12-29T19:00,4.1,0,0,0,0,0,0,0,0,0,0,0,0,87,5.6,24140,5000,4782,5042,4980,4902,4964,4964,4462
2023-12-29T20:00,2.8,0,0,0,0,0,0,0,0,0,0,0,0,89,6,24140,5000,4782,5042,4980,4902,4964,4964,4462
2023-12-29T21:00,2.3,0,0,0,0,0,0,0,0,0,0,0,0,88,5.5,24140,0,0,0,0,0,0,0,0
2023-12-29T22:00,1.6,0,0,0,0,0,0,0,0,0,0,0,0,89,4.7,24140,0,0,0,0,0,0,0,0
2023-12-29T23:00,1.3,0,0,0,0,0,0,0,0,0,0,0,0,85,4.2,24140,0,0,0,0,0,0,0,0
2023-12-30T00:00,0.9,0,0,0,0,0,0,0,0,0,0,0,0,85,4.3,24140,0,0,0,0,0,0,0,0
2023-12-30T01:00,0.4,0,0,0,0,0,0,0,0,0,0,0,0,85,4.3,24140,0,0,0,0,0,0,0,0
2023-12-30T02:00,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,87,4,24140,0,0,0,0,0,0,0,0
2023-12-30T03:00,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,88,3.6,24140,0,0,0,0,0,0,0,0
2023-12-30T04:00,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,88,2.2,24140,0,0,0,0,0,0,0,0
2023-12-30T05:00,-1.1,0,0,0,0,0,0,0,0,0,0,0,0,90,2.5,24140,0,0,0,0,0,0,0,0
2023-12-30T06:00,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,91,2.5,24140,0,0,0,0,0,0,0,0
2023-12-30T07:00,-1.3,0,0,0,0,0,0,0,0,0,0,0,0,88,1.6,24140,0,0,0,0,0,0,0,0
2023-12-30T08:00,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,85,1.1,24140,21.74380833,15.99201417,29.41860758,32.329125,21.06344817,26.02923333,20.14738092,29.20833333
2023-12-30T09:00,-0.6,42,9,33,75.9,42,112.6,86.1,18.5,67.7,104.5,57.8,230.8,85,0.8,24140,266.3984,221.0520583,342.3949833,328.4421167,249.814075,311.7051167,302.4385167,231.2885083
2023-12-30T10:00,0.7,170,70,100,294.6,170,336.1,219.3,90.3,129,380.1,219.3,433.6,83,1.1,24140,876.632325,782.6698583,952.4305,926.0140667,805.1429667,908.9595833,894.8966417,761.8882333
2023-12-30T11:00,2.2,321,198,123,545.3,321,513.6,364.9,225.1,139.8,619.8,364.9,583.8,78,2.1,24140,1676.47545,1555.100033,1748.656767,1703.384333,1580.311692,1687.052958,1676.675392,1507.493575
2023-12-30T12:00,5.1,441,336,105,750.7,441,633,467.5,356.2,111.3,795.9,467.5,671.1,70,3.1,24140,2542.143608,2409.691192,2618.580075,2563.344117,2437.28375,2548.802758,2536.636575,2330.6634
2023-12-30T13:00,7.8,488,391,97,805.9,488,686.3,490.4,392.9,97.5,809.8,490.4,689.7,62,3.4,24140,3412.485767,3271.028083,3494.314658,3431.969567,3308.345592,3422.998475,3413.778875,3163.680825
2023-12-30T14:00,10.1,476,385,91,813.2,476,669.7,453.6,366.8,86.7,774.8,453.6,638.1,54,3.3,24140,4149.826642,4010.17165,4241.201617,4179.050467,4057.40185,4175.993767,4169.066725,3879.9402
2023-12-30T15:00,11.9,405,321,84,776.9,405,584.4,360.4,285.6,74.7,691.4,360.4,520,50,5.4,24140,4727.834392,4586.758192,4820.746783,4770.449775,4650.482808,4772.077158,4761.328358,4399.9315
2023-12-30T16:00,12.1,281,211,70,684.2,281,436.2,221.2,166.1,55.1,538.7,221.2,343.4,46,4.5,24140,4984.166667,4855,5094.666667,5063,4941.666667,5074,5050.439133,4609.913392
2023-12-30T17:00,11.1,123,73,50,439,123,235.2,62.9,37.3,25.6,224.6,62.9,120.3,53,2.8,24140,5038.5,4902,5140,5122,5002,5122,5102,4662
2023-12-30T18:00,9,10,2,8,25.3,10,50.6,0,0,0,0,0,0,57,3.3,24140,5044,4902,5140,5122,5002,5122,5102,4662
2023-12-30T19:00,5.5,0,0,0,0,0,0,0,0,0,0,0,0,76,7.2,24140,5044,4902,5140,5122,5002,5122,5102,4662
2023-12-30T20:00,4.4,0,0,0,0,0,0,0,0,0,0,0,0,80,7.3,24140,5044,4902,5140,5122,5002,5122,5102,4662
2023-12-30T21:00,3.9,0,0,0,0,0,0,0,0,0,0,0,0,76,6,24140,0,0,0,0,0,0,0,0
2023-12-30T22:00,3.4,0,0,0,0,0,0,0,0,0,0,0,0,76,5.6,24140,0,0,0,0,0,0,0,0
2023-12-30T23:00,2.6,0,0,0,0,0,0,0,0,0,0,0,0,77,5.6,24140,0,0,0,0,0,0,0,0
2023-12-31T00:00,2.1,0,0,0,0,0,0,0,0,0,0,0,0,76,5.9,24140,0,0,0,0,0,0,0,0
2023-12-31T01:00,1.9,0,0,0,0,0,0,0,0,0,0,0,0,76,5.4,24140,0,0,0,0,0,0,0,0
2023-12-31T02:00,1.6,0,0,0,0,0,0,0,0,0,0,0,0,77,4.1,24140,0,0,0,0,0,0,0,0
2023-12-31T03:00,2.3,0,0,0,0,0,0,0,0,0,0,0,0,73,3.9,24140,0,0,0,0,0,0,0,0
2023-12-31T04:00,1.9,0,0,0,0,0,0,0,0,0,0,0,0,75,4.2,24140,0,0,0,0,0,0,0,0
2023-12-31T05:00,1.5,0,0,0,0,0,0,0,0,0,0,0,0,76,4.4,24140,0,0,0,0,0,0,0,0
2023-12-31T06:00,0.8,0,0,0,0,0,0,0,0,0,0,0,0,79,5.5,24140,0,0,0,0,0,0,0,0
2023-12-31T07:00,0.7,0,0,0,0,0,0,0,0,0,0,0,0,78,5,24140,0,0,0,0,0,0,0,0
2023-12-31T08:00,0.6,0,0,0,0,0,0,0,0,0,0,0,0,77,4,24140,4.536753833,16.905292,14.32166667,10.29833333,8.75,15.363219,12.48504433,9.686666667
2023-12-31T09:00,0.9,50,17,33,143.7,50,111.8,103,35,68,197.7,68.8,230.2,78,3.4,24140,79.66666667,78.04666667,100.834725,83.87538333,95.66666667,96.33034167,96.66666667,84
2023-12-31T10:00,2.8,189,108,81,455,189,335.7,244.1,139.5,104.6,587.6,244.1,433.6,74,0.8,24140,434.72045,457.5820083,533.1874417,487.2148583,512.8528167,514.8430333,514.4892583,304.6282083
2023-12-31T11:00,5.3,320,208,112,572.6,320,513.8,363.9,236.5,127.4,651.2,363.9,584.3,66,2.9,24140,1211.628983,1187.108808,1306.76635,1221.914617,1270.514967,1275.154608,1270.165225,948.8035917
2023-12-31T12:00,7.2,407,261,146,582.5,407,633.8,431.7,276.8,154.8,617.7,431.7,672.2,59,3.4,24140,1940.833333,1870.833333,2044,1909.26445,2001.232633,2005.8005,2003.363925,1650.942833
2023-12-31T13:00,8.8,437,265,172,545.1,437,687.7,439.3,266.4,172.9,548,439.3,691.3,52,5.7,24140,2563.127442,2487.873267,2667.239433,2533.833333,2619.083458,2628.576975,2623.399925,2240.484692
2023-12-31T14:00,10.1,454,333,121,701.3,454,671.6,432.8,317.5,115.4,668.6,432.8,640.3,52,6.6,24140,3268.762642,3192.943833,3375.543275,3248.3692,3332.347225,3346.087658,3341.454175,2922.665858
2023-12-31T15:00,10.9,400,318,82,766.5,400,586.8,356.3,283.2,73,682.7,356.3,522.7,54,9.4,24140,3893.666667,3824.923358,4009.969008,3887.564858,3977.949608,3996.269508,3983.925817,3480.171167
2023-12-31T16:00,10.8,278,210,68,676.6,278,439,219.3,165.7,53.7,533.8,219.3,346.4,55,7.2,24140,4205.442108,4155.166667,4349.666667,4278.134883,4368,4386.833333,4365.300492,3731.872058
2023-12-31T17:00,10,126,80,46,474.8,126,238.3,65.3,41.5,23.8,246.1,65.3,123.5,60,5,24140,4278.333333,4240.333333,4422,4364,4462,4482,4457,3800
2023-12-31T18:00,8.3,11,4,7,50,11,52.3,0,0,0,0,0,0,68,0.8,24140,4282,4242,4422,4364,4462,4482,4460,3800
2023-12-31T19:00,7.1,0,0,0,0,0,0,0,0,0,0,0,0,72,2.7,24140,4282,4242,4422,4364,4462,4482,4460,3800
2023-12-31T20:00,4.6,0,0,0,0,0,0,0,0,0,0,0,0,83,5.6,24140,4282,4242,4422,4364,4462,4482,4460,3800
2023-12-31T21:00,3.6,0,0,0,0,0,0,0,0,0,0,0,0,85,6.6,24140,0,0,0,0,0,0,0,0
2023-12-31T22:00,2.6,0,0,0,0,0,0,0,0,0,0,0,0,88,6.6,24140,0,0,0,0,0,0,0,0
2023-12-31T23:00,1.8,0,0,0,0,0,0,0,0,0,0,0,0,90,6.9,24140,0,0,0,0,0,0,0,0
2024-01-01T00:00,2.1,0,0,0,0,0,0,0,0,0,0,0,0,89,5.8,24140,0,0,0,0,0,0,0,0
2024-01-01T01:00,1.9,0,0,0,0,0,0,0,0,0,0,0,0,90,4.2,24140,0,0,0,0,0,0,0,0
2024-01-01T02:00,1.8,0,0,0,0,0,0,0,0,0,0,0,0,88,3.6,24140,0,0,0,0,0,0,0,0
2024-01-01T03:00,1.6,0,0,0,0,0,0,0,0,0,0,0,0,86,3.9,24140,0,0,0,0,0,0,0,0
2024-01-01T04:00,1.3,0,0,0,0,0,0,0,0,0,0,0,0,86,3.1,24140,0,0,0,0,0,0,0,0
2024-01-01T05:00,0.7,0,0,0,0,0,0,0,0,0,0,0,0,88,4,24140,0,0,0,0,0,0,0,0
2024-01-01T06:00,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,94,4.8,24140,0,0,0,0.045,0,0,0,0
2024-01-01T07:00,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,93,2.9,24140,0,0,0,2.52,0,0,0,0
2024-01-01T08:00,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,93,2.5,24140,6.67239325,9.67897675,3.343333333,21.97689167,17.60158333,11.205196,9.3508485,10.19900892
2024-01-01T09:00,0.3,41,9,32,76.2,41,111.1,84.8,18.6,66.2,104.7,56.4,229.8,92,2.3,24140,147.9316083,173,194.6666667,146.0500083,191.93395,218.1666667,208.1375833,118.5
2024-01-01T10:00,1.7,165,60,105,252.9,165,335.6,213.2,77.5,135.7,326.8,213.2,433.6,88,1.1,24140,601.7029333,629.5400167,694.98005,556.0710083,513.161925,702.9994,696.1311083,549.1025167
2024-01-01T11:00,3.1,299,152,147,418.2,299,514.2,340.2,172.9,167.2,475.8,340.2,584.9,82,3.4,24140,1271.719358,1277.462633,1364.543675,1213.743433,1166.169975,1359.206817,1356.979017,1181.507058
2024-01-01T12:00,5.7,433,326,107,726.5,433,634.8,459.4,345.9,113.5,770.7,459.4,673.5,71,2.8,24140,1885.580108,1877.812933,1979.782858,1824.824508,1777.256717,1972.971325,1968.170775,1761.410767
2024-01-01T13:00,8.1,493,405,88,831.2,493,689.2,495.8,407.3,88.5,836,495.8,693.2,61,2.7,24140,2519.295725,2509.055625,2620.949683,2460.851308,2417.5,2615.367908,2611.561267,2376.357258
2024-01-01T14:00,9.8,485,400,85,839.8,485,673.7,462.6,381.6,81.1,801.1,462.6,642.7,56,2.2,24140,3090.560917,3079.401767,3200.959133,3042.329467,2999.3779,3200.4732,3196.819542,2932.917567
2024-01-01T15:00,10.6,346,184,162,441.6,346,589.4,308.5,164,144.4,393.7,308.5,525.5,49,3.4,24140,3442.087058,3431.333333,3552.608758,3400.58695,3351.578233,3560.944,3552.469058,3262.335933
2024-01-01T16:00,10.4,194,40,154,128,194,442,153.4,31.6,121.8,101.2,153.4,349.5,51,1.6,24140,3633.333333,3627.3981,3752.5,3597,3552.833333,3757.833333,3754.823417,3440.769475
2024-01-01T17:00,9.9,86,8,78,46.8,86,241.6,45.2,4.2,41,24.6,45.2,126.8,56,1.1,24140,3660,3662,3782,3640.166667,3582,3800.333333,3782,3480.333333
2024-01-01T18:00,8.8,8,0,8,0,8,54,0,0,0,0,0,0,61,3.4,24140,3660,3662,3782,3642,3582,3802,3782,3482
2024-01-01T19:00,7,0,0,0,0,0,0,0,0,0,0,0,0,70,6.2,24140,3660,3662,3782,3642,3582,3802,3782,3482
2024-01-01T20:00,6.1,0,0,0,0,0,0,0,0,0,0,0,0,73,5.3,24140,3660,3662,3782,3642,3582,3802,3782,3482
2024-01-01T21:00,5.6,0,0,0,0,0,0,0,0,0,0,0,0,75,4.1,24140,0,0,0,0,0,0,0,0
2024-01-01T22:00,5.2,0,0,0,0,0,0,0,0,0,0,0,0,77,4.9,24140,0,0,0,0,0,0,0,0
2024-01-01T23:00,5.1,0,0,0,0,0,0,0,0,0,0,0,0,74,3.6,24140,0,0,0,0,0,0,0,0
2024-01-02T00:00,5,0,0,0,0,0,0,0,0,0,0,0,0,76,3.9,24140,0,0,0,0,0,0,0,0
2024-01-02T01:00,4.4,0,0,0,0,0,0,0,0,0,0,0,0,77,4.7,24140,0,0,0,0,0,0,0,0
2024-01-02T02:00,3.9,0,0,0,0,0,0,0,0,0,0,0,0,80,5,24140,0,0,0,0,0,0,0,0
2024-01-02T03:00,4.4,0,0,0,0,0,0,0,0,0,0,0,0,75,5.8,24140,0,0,0,0,0,0,0,0
2024-01-02T04:00,4.4,0,0,0,0,0,0,0,0,0,0,0,0,73,5.2,24140,0,0,0,0,0,0,0,0
2024-01-02T05:00,4.4,0,0,0,0,0,0,0,0,0,0,0,0,72,5.1,24140,0,0,0,0,0,0,0,0
2024-01-02T06:00,4.2,0,0,0,0,0,0,0,0,0,0,0,0,74,5.2,24140,0,0,0,0.03,0,0,0,0
2024-01-02T07:00,4.5,0,0,0,0,0,0,0,0,0,0,0,0,75,4,24140,0,0,0,0.06,0,0,0,0
2024-01-02T08:00,4.1,0,0,0,0,0,0,0,0,0,0,0,0,80,4.6,24140,194.1751367,11.01400633,136.6912782,23.42056817,67.647565,46.31395392,54.757015,27.20006917
2024-01-02T09:00,4.8,24,2,22,16.9,24,110.6,49.8,4.1,45.6,23.3,33,229.5,81,2.9,24140,601.8750082,111.9850964,579.5111548,70.37801367,546.9027265,197.2986611,211.0139452,64.45088575
2024-01-02T10:00,5.8,95,26,69,109.6,95,335.5,122.8,33.6,89.2,141.7,122.8,433.8,79,2.4,24140,651.9112863,552.7188919,640.3146672,585.9197225,376.6866731,608.8816315,606.2234096,281.5871933
2024-01-02T11:00,7,177,51,126,140.2,177,514.7,201.4,58,143.4,159.5,201.4,585.7,73,1.1,24140,1063.153875,1011.3686,1061.881508,1013.967542,698.4810667,1023.81795,1037.736083,638.74305
2024-01-02T12:00,8.8,237,74,163,164.6,237,635.9,251.5,78.5,173,174.7,251.5,674.9,65,3,24140,1426.033058,1369.429308,1427.20295,1375.519725,1065.653283,1390.660317,1407.591083,996.477525
2024-01-02T13:00,10.2,352,137,215,280.5,352,690.9,354.2,137.8,216.3,282.2,354.2,695.1,62,4,24140,1807.333333,1748.495108,1808.333333,1755.627817,1448.854342,1772.8064,1792.077383,1374.636775
2024-01-02T14:00,10.6,232,77,155,161.1,232,676,221.4,73.5,147.9,153.8,221.4,645.2,60,3.1,24140,2122.68345,2063.833333,2123.42345,2073.736867,1762.158133,2084.139525,2104.166667,1680.855833
2024-01-02T15:00,11.6,155,28,127,66.9,155,592.2,138.3,25,113.3,59.7,138.3,528.4,53,2,24140,2272.5817,2215.5,2274,2218.666667,1912.166667,2236,2252.5,1824.763508
2024-01-02T16:00,11.3,186,76,110,241.5,186,445.2,147.4,60.2,87.2,191.4,147.4,352.8,55,0,24140,2310.675192,2251.666667,2312,2258.166667,1951,2271.666667,2293,1865
2024-01-02T17:00,11,102,33,69,190.6,102,244.9,54.3,17.6,36.7,101.4,54.3,130.3,58,2.9,24140,2320,2260,2322,2260,1960,2280,2302,1880
2024-01-02T18:00,9.5,9,0,9,0,9,55.7,0,0,0,0,0,0,64,5.8,21780,2320,2260,2322,2260,1960,2280,2302,1880
2024-01-02T19:00,8.5,0,0,0,0,0,0,0,0,0,0,0,0,70,5.3,22340,2320,2260,2322,2260,1960,2280,2302,1880
2024-01-02T20:00,7.8,0,0,0,0,0,0,0,0,0,0,0,0,74,5.4,24140,2320,2260,2322,2260,1960,2280,2302,1880
2024-01-02T21:00,7.7,0,0,0,0,0,0,0,0,0,0,0,0,75,5.1,24140,0,0,0,0,0,0,0,0
2024-01-02T22:00,6.7,0,0,0,0,0,0,0,0,0,0,0,0,80,6.1,24140,0,0,0,0,0,0,0,0
2024-01-02T23:00,6.5,0,0,0,0,0,0,0,0,0,0,0,0,79,6.6,24140,0,0,0,0,0,0,0,0
2024-01-03T00:00,6.4,0,0,0,0,0,0,0,0,0,0,0,0,80,3.3,24140,0,0,0,0,0,0,0,0
2024-01-03T01:00,6.5,0,0,0,0,0,0,0,0,0,0,0,0,81,3,24140,0,0,0,0,0,0,0,0
2024-01-03T02:00,6.1,0,0,0,0,0,0,0,0,0,0,0,0,86,7.6,13160,0,0,0,0,0,0,0,0
2024-01-03T03:00,6.8,0,0,0,0,0,0,0,0,0,0,0,0,85,1.1,6340,0,0,0,0,0,0,0,0
2024-01-03T04:00,6.9,0,0,0,0,0,0,0,0,0,0,0,0,85,2.6,8180,0,0,0,0,0,0,0,0
2024-01-03T05:00,6.4,0,0,0,0,0,0,0,0,0,0,0,0,89,6.1,5200,0,0,0,0,0,0,0,0
2024-01-03T06:00,6.2,0,0,0,0,0,0,0,0,0,0,0,0,91,6.1,23160,0,0,0,0,0,0,0,0
